P,Log K
1000.0,-4.176636
1100.0,-4.034275
1200.0,-3.913195
1300.0,-3.806808
1400.0,-3.711417
1500.0,-3.624694
1600.0,-3.545057
1700.0,-3.47136
1800.0,-3.402738
1900.0,-3.338519
2000.0,-3.278164
2100.0,-3.221235
2200.0,-3.167367
2300.0,-3.116256
2400.0,-3.067641
2500.0,-3.021299
2600.0,-2.977038
2700.0,-2.934689
2800.0,-2.894102
2900.0,-2.855149
3000.0,-2.817712
3100.0,-2.781686
3200.0,-2.74698
3300.0,-2.713508
3400.0,-2.681195
3500.0,-2.64997
3600.0,-2.619772
3700.0,-2.590543
3800.0,-2.562229
3900.0,-2.534782
4000.0,-2.508158
4100.0,-2.482315
4200.0,-2.457214
4300.0,-2.432821
4400.0,-2.409102
4500.0,-2.386026
4600.0,-2.363565
4700.0,-2.341691
4800.0,-2.32038
4900.0,-2.299609
5000.0,-2.279354
5100.0,-2.259595
5200.0,-2.240313
5300.0,-2.221489
5400.0,-2.203105
5500.0,-2.185145
5600.0,-2.167594
5700.0,-2.150436
5800.0,-2.133658
5900.0,-2.117246
6000.0,-2.101188
6100.0,-2.085471
6200.0,-2.070084
6300.0,-2.055016
6400.0,-2.040257
6500.0,-2.025797
6600.0,-2.011626
6700.0,-1.997735
6800.0,-1.984115
6900.0,-1.970759
7000.0,-1.957657
7100.0,-1.944803
7200.0,-1.93219
7300.0,-1.919809
7400.0,-1.907655
7500.0,-1.895721
7600.0,-1.884001
7700.0,-1.872488
7800.0,-1.861177
7900.0,-1.850063
8000.0,-1.839139
8100.0,-1.828402
8200.0,-1.817845
8300.0,-1.807464
8400.0,-1.797254
8500.0,-1.787211
8600.0,-1.777331
8700.0,-1.767609
8800.0,-1.758042
8900.0,-1.748624
9000.0,-1.739354
9100.0,-1.730226
9200.0,-1.721237
9300.0,-1.712385
9400.0,-1.703664
9500.0,-1.695073
9600.0,-1.686608
9700.0,-1.678266
9800.0,-1.670045
9900.0,-1.66194
10000.0,-1.653949
10100.0,-1.646071
10200.0,-1.638301
10300.0,-1.630637
10400.0,-1.623078
10500.0,-1.615621
10600.0,-1.608263
10700.0,-1.601002
10800.0,-1.593836
10900.0,-1.586763
11000.0,-1.579781
11100.0,-1.572888
11200.0,-1.566083
11300.0,-1.559362
11400.0,-1.552726
11500.0,-1.546171
11600.0,-1.539696
11700.0,-1.5333
11800.0,-1.526981
11900.0,-1.520738
12000.0,-1.514568
12100.0,-1.508471
12200.0,-1.502446
12300.0,-1.49649
12400.0,-1.490603
12500.0,-1.484783
12600.0,-1.479029
12700.0,-1.473339
12800.0,-1.467714
12900.0,-1.46215
13000.0,-1.456648
13100.0,-1.451207
13200.0,-1.445824
13300.0,-1.4405
13400.0,-1.435233
13500.0,-1.430021
13600.0,-1.424865
13700.0,-1.419764
13800.0,-1.414715
13900.0,-1.409719
14000.0,-1.404775
14100.0,-1.399881
14200.0,-1.395038
14300.0,-1.390243
14400.0,-1.385497
14500.0,-1.380798
14600.0,-1.376146
14700.0,-1.37154
14800.0,-1.366979
14900.0,-1.362463
15000.0,-1.357991
15100.0,-1.353562
15200.0,-1.349176
15300.0,-1.344832
15400.0,-1.340529
15500.0,-1.336267
15600.0,-1.332045
15700.0,-1.327862
15800.0,-1.323719
15900.0,-1.319614
16000.0,-1.315547
16100.0,-1.311517
16200.0,-1.307523
16300.0,-1.303567
16400.0,-1.299645
16500.0,-1.29576
16600.0,-1.291909
16700.0,-1.288092
16800.0,-1.284309
16900.0,-1.280559
17000.0,-1.276843
17100.0,-1.273158
17200.0,-1.269506
17300.0,-1.265886
17400.0,-1.262297
17500.0,-1.258738
17600.0,-1.25521
17700.0,-1.251712
17800.0,-1.248244
17900.0,-1.244805
18000.0,-1.241394
18100.0,-1.238013
18200.0,-1.234659
18300.0,-1.231334
18400.0,-1.228035
18500.0,-1.224764
18600.0,-1.22152
18700.0,-1.218302
18800.0,-1.21511
18900.0,-1.211945
19000.0,-1.208804
19100.0,-1.205689
19200.0,-1.202599
19300.0,-1.199534
19400.0,-1.196493
19500.0,-1.193476
19600.0,-1.190482
19700.0,-1.187513
19800.0,-1.184566
19900.0,-1.181643
20000.0,-1.178742
20100.0,-1.175864
20200.0,-1.173007
20300.0,-1.170173
20400.0,-1.167361
20500.0,-1.16457
20600.0,-1.1618
20700.0,-1.159052
20800.0,-1.156324
20900.0,-1.153617
21000.0,-1.15093
21100.0,-1.148263
21200.0,-1.145616
21300.0,-1.142989
21400.0,-1.140381
21500.0,-1.137793
21600.0,-1.135223
21700.0,-1.132673
21800.0,-1.130141
21900.0,-1.127628
22000.0,-1.125133
22100.0,-1.122656
22200.0,-1.120197
22300.0,-1.117756
22400.0,-1.115333
22500.0,-1.112927
22600.0,-1.110538
22700.0,-1.108166
22800.0,-1.105811
22900.0,-1.103473
23000.0,-1.101151
23100.0,-1.098846
23200.0,-1.096557
23300.0,-1.094284
23400.0,-1.092027
23500.0,-1.089786
23600.0,-1.087561
23700.0,-1.085351
23800.0,-1.083156
23900.0,-1.080976
24000.0,-1.078812
24100.0,-1.076663
24200.0,-1.074528
24300.0,-1.072408
24400.0,-1.070302
24500.0,-1.068211
24600.0,-1.066134
24700.0,-1.064071
24800.0,-1.062022
24900.0,-1.059987
25000.0,-1.057966
