P,Log K
1000.0,-2.773463
1100.0,-2.708498
1200.0,-2.648242
1300.0,-2.592028
1400.0,-2.539332
1500.0,-2.489731
1600.0,-2.44288
1700.0,-2.398491
1800.0,-2.356322
1900.0,-2.316168
2000.0,-2.277851
2100.0,-2.241218
2200.0,-2.206137
2300.0,-2.172488
2400.0,-2.140168
2500.0,-2.109085
2600.0,-2.079154
2700.0,-2.050303
2800.0,-2.022463
2900.0,-1.995573
3000.0,-1.969579
3100.0,-1.944429
3200.0,-1.920078
3300.0,-1.896482
3400.0,-1.873603
3500.0,-1.851405
3600.0,-1.829853
3700.0,-1.808918
3800.0,-1.78857
3900.0,-1.768782
4000.0,-1.74953
4100.0,-1.730789
4200.0,-1.712539
4300.0,-1.694757
4400.0,-1.677426
4500.0,-1.660527
4600.0,-1.644043
4700.0,-1.627957
4800.0,-1.612255
4900.0,-1.596921
5000.0,-1.581943
5100.0,-1.567307
5200.0,-1.553001
5300.0,-1.539013
5400.0,-1.525333
5500.0,-1.511949
5600.0,-1.498852
5700.0,-1.486031
5800.0,-1.473479
5900.0,-1.461185
6000.0,-1.449142
6100.0,-1.437342
6200.0,-1.425776
6300.0,-1.414438
6400.0,-1.403321
6500.0,-1.392417
6600.0,-1.381721
6700.0,-1.371226
6800.0,-1.360925
6900.0,-1.350814
7000.0,-1.340887
7100.0,-1.331137
7200.0,-1.321561
7300.0,-1.312153
7400.0,-1.302908
7500.0,-1.293822
7600.0,-1.28489
7700.0,-1.276107
7800.0,-1.26747
7900.0,-1.258975
8000.0,-1.250617
8100.0,-1.242393
8200.0,-1.234299
8300.0,-1.226332
8400.0,-1.218488
8500.0,-1.210765
8600.0,-1.20316
8700.0,-1.195668
8800.0,-1.188288
8900.0,-1.181017
9000.0,-1.173852
9100.0,-1.166791
9200.0,-1.159831
9300.0,-1.15297
9400.0,-1.146205
9500.0,-1.139535
9600.0,-1.132957
9700.0,-1.126469
9800.0,-1.120069
9900.0,-1.113755
10000.0,-1.107525
10100.0,-1.101379
10200.0,-1.095312
10300.0,-1.089325
10400.0,-1.083416
10500.0,-1.077582
10600.0,-1.071822
10700.0,-1.066135
10800.0,-1.06052
10900.0,-1.054974
11000.0,-1.049497
11100.0,-1.044087
11200.0,-1.038743
11300.0,-1.033463
11400.0,-1.028247
11500.0,-1.023093
11600.0,-1.018
11700.0,-1.012967
11800.0,-1.007993
11900.0,-1.003077
12000.0,-0.9982176
12100.0,-0.9934137
12200.0,-0.9886646
12300.0,-0.9839693
12400.0,-0.9793268
12500.0,-0.9747363
12600.0,-0.9701967
12700.0,-0.9657074
12800.0,-0.9612674
12900.0,-0.9568759
13000.0,-0.9525321
13100.0,-0.9482352
13200.0,-0.9439845
13300.0,-0.9397792
13400.0,-0.9356186
13500.0,-0.931502
13600.0,-0.9274286
13700.0,-0.9233979
13800.0,-0.9194091
13900.0,-0.9154615
14000.0,-0.9115547
14100.0,-0.9076878
14200.0,-0.9038604
14300.0,-0.9000719
14400.0,-0.8963216
14500.0,-0.892609
14600.0,-0.8889335
14700.0,-0.8852946
14800.0,-0.8816919
14900.0,-0.8781246
15000.0,-0.8745924
15100.0,-0.8710948
15200.0,-0.8676312
15300.0,-0.8642011
15400.0,-0.8608042
15500.0,-0.85744
15600.0,-0.8541079
15700.0,-0.8508077
15800.0,-0.8475387
15900.0,-0.8443007
16000.0,-0.8410932
16100.0,-0.8379157
16200.0,-0.834768
16300.0,-0.8316496
16400.0,-0.8285601
16500.0,-0.8254992
16600.0,-0.8224664
16700.0,-0.8194615
16800.0,-0.816484
16900.0,-0.8135336
17000.0,-0.8106101
17100.0,-0.8077129
17200.0,-0.8048419
17300.0,-0.8019967
17400.0,-0.799177
17500.0,-0.7963824
17600.0,-0.7936127
17700.0,-0.7908675
17800.0,-0.7881466
17900.0,-0.7854497
18000.0,-0.7827765
18100.0,-0.7801266
18200.0,-0.7774999
18300.0,-0.7748961
18400.0,-0.7723149
18500.0,-0.769756
18600.0,-0.7672192
18700.0,-0.7647042
18800.0,-0.7622109
18900.0,-0.7597388
19000.0,-0.7572879
19100.0,-0.7548578
19200.0,-0.7524483
19300.0,-0.7500593
19400.0,-0.7476904
19500.0,-0.7453415
19600.0,-0.7430123
19700.0,-0.7407027
19800.0,-0.7384123
19900.0,-0.7361411
20000.0,-0.7338888
20100.0,-0.7316552
20200.0,-0.7294401
20300.0,-0.7272433
20400.0,-0.7250647
20500.0,-0.7229039
20600.0,-0.720761
20700.0,-0.7186355
20800.0,-0.7165275
20900.0,-0.7144367
21000.0,-0.7123629
21100.0,-0.710306
21200.0,-0.7082657
21300.0,-0.706242
21400.0,-0.7042347
21500.0,-0.7022435
21600.0,-0.7002684
21700.0,-0.6983092
21800.0,-0.6963657
21900.0,-0.6944377
22000.0,-0.6925252
22100.0,-0.690628
22200.0,-0.6887459
22300.0,-0.6868787
22400.0,-0.6850264
22500.0,-0.6831888
22600.0,-0.6813658
22700.0,-0.6795572
22800.0,-0.6777629
22900.0,-0.6759827
23000.0,-0.6742166
23100.0,-0.6724643
23200.0,-0.6707259
23300.0,-0.669001
23400.0,-0.6672897
23500.0,-0.6655918
23600.0,-0.6639072
23700.0,-0.6622357
23800.0,-0.6605773
23900.0,-0.6589317
24000.0,-0.657299
24100.0,-0.655679
24200.0,-0.6540716
24300.0,-0.6524766
24400.0,-0.650894
24500.0,-0.6493237
24600.0,-0.6477655
24700.0,-0.6462194
24800.0,-0.6446852
24900.0,-0.6431628
25000.0,-0.6416522
