P,Log K
1000.0,-3.985717
1100.0,-3.836313
1200.0,-3.711449
1300.0,-3.603322
1400.0,-3.507518
1500.0,-3.421273
1600.0,-3.342722
1700.0,-3.270534
1800.0,-3.203718
1900.0,-3.141513
2000.0,-3.083316
2100.0,-3.028645
2200.0,-2.9771
2300.0,-2.928351
2400.0,-2.88212
2500.0,-2.83817
2600.0,-2.796296
2700.0,-2.756321
2800.0,-2.718092
2900.0,-2.681472
3000.0,-2.646341
3100.0,-2.612592
3200.0,-2.58013
3300.0,-2.54887
3400.0,-2.518733
3500.0,-2.489651
3600.0,-2.46156
3700.0,-2.434402
3800.0,-2.408123
3900.0,-2.382677
4000.0,-2.358018
4100.0,-2.334104
4200.0,-2.3109
4300.0,-2.288368
4400.0,-2.266477
4500.0,-2.245197
4600.0,-2.224499
4700.0,-2.204358
4800.0,-2.184747
4900.0,-2.165646
5000.0,-2.147031
5100.0,-2.128884
5200.0,-2.111184
5300.0,-2.093914
5400.0,-2.077057
5500.0,-2.060597
5600.0,-2.04452
5700.0,-2.02881
5800.0,-2.013454
5900.0,-1.99844
6000.0,-1.983755
6100.0,-1.969389
6200.0,-1.955329
6300.0,-1.941566
6400.0,-1.928089
6500.0,-1.914889
6600.0,-1.901957
6700.0,-1.889285
6800.0,-1.876864
6900.0,-1.864686
7000.0,-1.852744
7100.0,-1.84103
7200.0,-1.829538
7300.0,-1.81826
7400.0,-1.807192
7500.0,-1.796325
7600.0,-1.785655
7700.0,-1.775176
7800.0,-1.764882
7900.0,-1.754769
8000.0,-1.744831
8100.0,-1.735063
8200.0,-1.72546
8300.0,-1.716019
8400.0,-1.706735
8500.0,-1.697603
8600.0,-1.688619
8700.0,-1.67978
8800.0,-1.671082
8900.0,-1.662521
9000.0,-1.654093
9100.0,-1.645796
9200.0,-1.637625
9300.0,-1.629578
9400.0,-1.621652
9500.0,-1.613843
9600.0,-1.606148
9700.0,-1.598565
9800.0,-1.591091
9900.0,-1.583723
10000.0,-1.576459
10100.0,-1.569296
10200.0,-1.562231
10300.0,-1.555263
10400.0,-1.548389
10500.0,-1.541607
10600.0,-1.534914
10700.0,-1.52831
10800.0,-1.521791
10900.0,-1.515356
11000.0,-1.509002
11100.0,-1.502729
11200.0,-1.496535
11300.0,-1.490417
11400.0,-1.484375
11500.0,-1.478406
11600.0,-1.472509
11700.0,-1.466683
11800.0,-1.460926
11900.0,-1.455236
12000.0,-1.449613
12100.0,-1.444055
12200.0,-1.438561
12300.0,-1.433129
12400.0,-1.427759
12500.0,-1.422448
12600.0,-1.417197
12700.0,-1.412004
12800.0,-1.406867
12900.0,-1.401786
13000.0,-1.39676
13100.0,-1.391788
13200.0,-1.386868
13300.0,-1.382
13400.0,-1.377183
13500.0,-1.372416
13600.0,-1.367698
13700.0,-1.363029
13800.0,-1.358407
13900.0,-1.353831
14000.0,-1.349301
14100.0,-1.344817
14200.0,-1.340376
14300.0,-1.335979
14400.0,-1.331625
14500.0,-1.327313
14600.0,-1.323043
14700.0,-1.318813
14800.0,-1.314624
14900.0,-1.310474
15000.0,-1.306363
15100.0,-1.30229
15200.0,-1.298255
15300.0,-1.294257
15400.0,-1.290296
15500.0,-1.28637
15600.0,-1.28248
15700.0,-1.278625
15800.0,-1.274804
15900.0,-1.271017
16000.0,-1.267263
16100.0,-1.263543
16200.0,-1.259854
16300.0,-1.256198
16400.0,-1.252573
16500.0,-1.248979
16600.0,-1.245416
16700.0,-1.241883
16800.0,-1.23838
16900.0,-1.234906
17000.0,-1.231461
17100.0,-1.228044
17200.0,-1.224656
17300.0,-1.221295
17400.0,-1.217962
17500.0,-1.214656
17600.0,-1.211376
17700.0,-1.208123
17800.0,-1.204896
17900.0,-1.201694
18000.0,-1.198518
18100.0,-1.195366
18200.0,-1.19224
18300.0,-1.189137
18400.0,-1.186059
18500.0,-1.183004
18600.0,-1.179973
18700.0,-1.176965
18800.0,-1.17398
18900.0,-1.171017
19000.0,-1.168077
19100.0,-1.165158
19200.0,-1.162262
19300.0,-1.159386
19400.0,-1.156533
19500.0,-1.1537
19600.0,-1.150887
19700.0,-1.148096
19800.0,-1.145324
19900.0,-1.142573
20000.0,-1.139841
20100.0,-1.137129
20200.0,-1.134436
20300.0,-1.131763
20400.0,-1.129108
20500.0,-1.126472
20600.0,-1.123854
20700.0,-1.121255
20800.0,-1.118673
20900.0,-1.11611
21000.0,-1.113564
21100.0,-1.111036
21200.0,-1.108525
21300.0,-1.106031
21400.0,-1.103553
21500.0,-1.101093
21600.0,-1.098649
21700.0,-1.096222
21800.0,-1.09381
21900.0,-1.091415
22000.0,-1.089036
22100.0,-1.086672
22200.0,-1.084324
22300.0,-1.081991
22400.0,-1.079673
22500.0,-1.077371
22600.0,-1.075083
22700.0,-1.07281
22800.0,-1.070552
22900.0,-1.068308
23000.0,-1.066078
23100.0,-1.063863
23200.0,-1.061662
23300.0,-1.059474
23400.0,-1.0573
23500.0,-1.05514
23600.0,-1.052993
23700.0,-1.05086
23800.0,-1.04874
23900.0,-1.046633
24000.0,-1.044539
24100.0,-1.042458
24200.0,-1.040389
24300.0,-1.038334
24400.0,-1.03629
24500.0,-1.034259
24600.0,-1.03224
24700.0,-1.030234
24800.0,-1.028239
24900.0,-1.026256
25000.0,-1.024286
