P,Log K
1000.0,4.357071
1100.0,4.362268
1200.0,4.368692
1300.0,4.375841
1400.0,4.383401
1500.0,4.391168
1600.0,4.399004
1700.0,4.40682
1800.0,4.414553
1900.0,4.42216
2000.0,4.429614
2100.0,4.436894
2200.0,4.443991
2300.0,4.450896
2400.0,4.457606
2500.0,4.46412
2600.0,4.47044
2700.0,4.476567
2800.0,4.482506
2900.0,4.488259
3000.0,4.493832
3100.0,4.49923
3200.0,4.504456
3300.0,4.509517
3400.0,4.514417
3500.0,4.519161
3600.0,4.523755
3700.0,4.528202
3800.0,4.532509
3900.0,4.53668
4000.0,4.540719
4100.0,4.54463
4200.0,4.548419
4300.0,4.552089
4400.0,4.555644
4500.0,4.559088
4600.0,4.562425
4700.0,4.565658
4800.0,4.568792
4900.0,4.571828
5000.0,4.574772
5100.0,4.577625
5200.0,4.580391
5300.0,4.583072
5400.0,4.585672
5500.0,4.588194
5600.0,4.590639
5700.0,4.59301
5800.0,4.595311
5900.0,4.597543
6000.0,4.599708
6100.0,4.601809
6200.0,4.603848
6300.0,4.605827
6400.0,4.607749
6500.0,4.609614
6600.0,4.611424
6700.0,4.613183
6800.0,4.614891
6900.0,4.61655
7000.0,4.618162
7100.0,4.619728
7200.0,4.62125
7300.0,4.62273
7400.0,4.624168
7500.0,4.625567
7600.0,4.626928
7700.0,4.628252
7800.0,4.629541
7900.0,4.630795
8000.0,4.632017
8100.0,4.633206
8200.0,4.634365
8300.0,4.635494
8400.0,4.636594
8500.0,4.637667
8600.0,4.638713
8700.0,4.639734
8800.0,4.640729
8900.0,4.6417
9000.0,4.642648
9100.0,4.643574
9200.0,4.644478
9300.0,4.64536
9400.0,4.646223
9500.0,4.647066
9600.0,4.647889
9700.0,4.648695
9800.0,4.649482
9900.0,4.650253
10000.0,4.651007
10100.0,4.651744
10200.0,4.652467
10300.0,4.653174
10400.0,4.653866
10500.0,4.654545
10600.0,4.65521
10700.0,4.655862
10800.0,4.656501
10900.0,4.657127
11000.0,4.657742
11100.0,4.658345
11200.0,4.658937
11300.0,4.659519
11400.0,4.660089
11500.0,4.66065
11600.0,4.661201
11700.0,4.661743
11800.0,4.662275
11900.0,4.662799
12000.0,4.663314
12100.0,4.663821
12200.0,4.66432
12300.0,4.664812
12400.0,4.665296
12500.0,4.665772
12600.0,4.666242
12700.0,4.666706
12800.0,4.667162
12900.0,4.667613
13000.0,4.668058
13100.0,4.668497
13200.0,4.66893
13300.0,4.669358
13400.0,4.669781
13500.0,4.670199
13600.0,4.670612
13700.0,4.671021
13800.0,4.671425
13900.0,4.671825
14000.0,4.672222
14100.0,4.672614
14200.0,4.673002
14300.0,4.673387
14400.0,4.673769
14500.0,4.674147
14600.0,4.674522
14700.0,4.674894
14800.0,4.675263
14900.0,4.67563
15000.0,4.675994
15100.0,4.676356
15200.0,4.676715
15300.0,4.677072
15400.0,4.677427
15500.0,4.67778
15600.0,4.678131
15700.0,4.678481
15800.0,4.678829
15900.0,4.679175
16000.0,4.67952
16100.0,4.679864
16200.0,4.680206
16300.0,4.680547
16400.0,4.680888
16500.0,4.681227
16600.0,4.681565
16700.0,4.681903
16800.0,4.68224
16900.0,4.682577
17000.0,4.682913
17100.0,4.683248
17200.0,4.683583
17300.0,4.683918
17400.0,4.684253
17500.0,4.684587
17600.0,4.684922
17700.0,4.685256
17800.0,4.68559
17900.0,4.685925
18000.0,4.68626
18100.0,4.686595
18200.0,4.68693
18300.0,4.687266
18400.0,4.687603
18500.0,4.687939
18600.0,4.688277
18700.0,4.688615
18800.0,4.688953
18900.0,4.689293
19000.0,4.689633
19100.0,4.689974
19200.0,4.690315
19300.0,4.690658
19400.0,4.691002
19500.0,4.691347
19600.0,4.691692
19700.0,4.692039
19800.0,4.692387
19900.0,4.692736
20000.0,4.693087
20100.0,4.693439
20200.0,4.693792
20300.0,4.694146
20400.0,4.694502
20500.0,4.694859
20600.0,4.695218
20700.0,4.695578
20800.0,4.695939
20900.0,4.696303
21000.0,4.696667
21100.0,4.697034
21200.0,4.697402
21300.0,4.697772
21400.0,4.698143
21500.0,4.698517
21600.0,4.698892
21700.0,4.699269
21800.0,4.699648
21900.0,4.700028
22000.0,4.700411
22100.0,4.700795
22200.0,4.701182
22300.0,4.70157
22400.0,4.70196
22500.0,4.702353
22600.0,4.702747
22700.0,4.703144
22800.0,4.703542
22900.0,4.703943
23000.0,4.704346
23100.0,4.704751
23200.0,4.705158
23300.0,4.705568
23400.0,4.705979
23500.0,4.706393
23600.0,4.70681
23700.0,4.707228
23800.0,4.707649
23900.0,4.708072
24000.0,4.708497
24100.0,4.708925
24200.0,4.709355
24300.0,4.709787
24400.0,4.710222
24500.0,4.71066
24600.0,4.711099
24700.0,4.711541
24800.0,4.711986
24900.0,4.712433
25000.0,4.712883
