P,Log K
1000.0,35.30754
1100.0,35.38725
1200.0,35.46091
1300.0,35.52974
1400.0,35.59463
1500.0,35.65623
1600.0,35.71505
1700.0,35.7715
1800.0,35.82589
1900.0,35.87848
2000.0,35.92949
2100.0,35.9791
2200.0,36.02746
2300.0,36.07469
2400.0,36.12091
2500.0,36.16621
2600.0,36.21068
2700.0,36.25438
2800.0,36.29738
2900.0,36.33973
3000.0,36.38149
3100.0,36.42271
3200.0,36.46341
3300.0,36.50364
3400.0,36.54342
3500.0,36.5828
3600.0,36.62179
3700.0,36.66042
3800.0,36.69871
3900.0,36.73668
4000.0,36.77436
4100.0,36.81175
4200.0,36.84888
4300.0,36.88575
4400.0,36.92239
4500.0,36.9588
4600.0,36.995
4700.0,37.031
4800.0,37.06681
4900.0,37.10243
5000.0,37.13788
5100.0,37.17317
5200.0,37.20829
5300.0,37.24327
5400.0,37.27811
5500.0,37.3128
5600.0,37.34737
5700.0,37.38181
5800.0,37.41614
5900.0,37.45035
6000.0,37.48445
6100.0,37.51844
6200.0,37.55234
6300.0,37.58614
6400.0,37.61984
6500.0,37.65346
6600.0,37.687
6700.0,37.72045
6800.0,37.75383
6900.0,37.78713
7000.0,37.82035
7100.0,37.85351
7200.0,37.8866
7300.0,37.91963
7400.0,37.95259
7500.0,37.9855
7600.0,38.01835
7700.0,38.05114
7800.0,38.08388
7900.0,38.11657
8000.0,38.14921
8100.0,38.1818
8200.0,38.21435
8300.0,38.24685
8400.0,38.27932
8500.0,38.31174
8600.0,38.34412
8700.0,38.37646
8800.0,38.40876
8900.0,38.44103
9000.0,38.47327
9100.0,38.50547
9200.0,38.53765
9300.0,38.56979
9400.0,38.6019
9500.0,38.63398
9600.0,38.66604
9700.0,38.69807
9800.0,38.73007
9900.0,38.76205
10000.0,38.79401
10100.0,38.82594
10200.0,38.85785
10300.0,38.88974
10400.0,38.92161
10500.0,38.95346
10600.0,38.98529
10700.0,39.0171
10800.0,39.04889
10900.0,39.08067
11000.0,39.11243
11100.0,39.14418
11200.0,39.17591
11300.0,39.20763
11400.0,39.23933
11500.0,39.27102
11600.0,39.30269
11700.0,39.33435
11800.0,39.366
11900.0,39.39764
12000.0,39.42927
12100.0,39.46089
12200.0,39.4925
12300.0,39.5241
12400.0,39.55569
12500.0,39.58727
12600.0,39.61884
12700.0,39.6504
12800.0,39.68196
12900.0,39.7135
13000.0,39.74505
13100.0,39.77658
13200.0,39.80811
13300.0,39.83963
13400.0,39.87115
13500.0,39.90266
13600.0,39.93417
13700.0,39.96567
13800.0,39.99716
13900.0,40.02866
14000.0,40.06014
14100.0,40.09163
14200.0,40.12311
14300.0,40.15459
14400.0,40.18606
14500.0,40.21753
14600.0,40.249
14700.0,40.28047
14800.0,40.31194
14900.0,40.3434
15000.0,40.37486
15100.0,40.40632
15200.0,40.43778
15300.0,40.46924
15400.0,40.50069
15500.0,40.53215
15600.0,40.5636
15700.0,40.59506
15800.0,40.62651
15900.0,40.65797
16000.0,40.68942
16100.0,40.72088
16200.0,40.75233
16300.0,40.78379
16400.0,40.81524
16500.0,40.8467
16600.0,40.87816
16700.0,40.90961
16800.0,40.94107
16900.0,40.97254
17000.0,41.004
17100.0,41.03546
17200.0,41.06693
17300.0,41.0984
17400.0,41.12987
17500.0,41.16134
17600.0,41.19281
17700.0,41.22429
17800.0,41.25577
17900.0,41.28725
18000.0,41.31873
18100.0,41.35022
18200.0,41.38171
18300.0,41.4132
18400.0,41.44469
18500.0,41.47619
18600.0,41.50769
18700.0,41.53919
18800.0,41.5707
18900.0,41.60221
19000.0,41.63373
19100.0,41.66524
19200.0,41.69676
19300.0,41.72829
19400.0,41.75982
19500.0,41.79135
19600.0,41.82288
19700.0,41.85442
19800.0,41.88597
19900.0,41.91751
20000.0,41.94907
20100.0,41.98062
20200.0,42.01218
20300.0,42.04375
20400.0,42.07532
20500.0,42.10689
20600.0,42.13847
20700.0,42.17005
20800.0,42.20163
20900.0,42.23323
21000.0,42.26482
21100.0,42.29642
21200.0,42.32803
21300.0,42.35964
21400.0,42.39125
21500.0,42.42287
21600.0,42.45449
21700.0,42.48612
21800.0,42.51776
21900.0,42.5494
22000.0,42.58104
22100.0,42.61269
22200.0,42.64435
22300.0,42.67601
22400.0,42.70767
22500.0,42.73934
22600.0,42.77102
22700.0,42.8027
22800.0,42.83438
22900.0,42.86607
23000.0,42.89777
23100.0,42.92947
23200.0,42.96118
23300.0,42.9929
23400.0,43.02461
23500.0,43.05634
23600.0,43.08807
23700.0,43.1198
23800.0,43.15154
23900.0,43.18329
24000.0,43.21504
24100.0,43.2468
24200.0,43.27857
24300.0,43.31034
24400.0,43.34211
24500.0,43.37389
24600.0,43.40568
24700.0,43.43747
24800.0,43.46927
24900.0,43.50108
25000.0,43.53289
