P,Log K
1000.0,43.71648
1100.0,43.78995
1200.0,43.85971
1300.0,43.92636
1400.0,43.99038
1500.0,44.05215
1600.0,44.11195
1700.0,44.17003
1800.0,44.22659
1900.0,44.2818
2000.0,44.33581
2100.0,44.38873
2200.0,44.44067
2300.0,44.49172
2400.0,44.54196
2500.0,44.59145
2600.0,44.64026
2700.0,44.68844
2800.0,44.73603
2900.0,44.78309
3000.0,44.82965
3100.0,44.87574
3200.0,44.92139
3300.0,44.96664
3400.0,45.01151
3500.0,45.05602
3600.0,45.1002
3700.0,45.14406
3800.0,45.18763
3900.0,45.23092
4000.0,45.27394
4100.0,45.31671
4200.0,45.35924
4300.0,45.40155
4400.0,45.44365
4500.0,45.48555
4600.0,45.52725
4700.0,45.56877
4800.0,45.61012
4900.0,45.6513
5000.0,45.69232
5100.0,45.7332
5200.0,45.77393
5300.0,45.81452
5400.0,45.85498
5500.0,45.89532
5600.0,45.93554
5700.0,45.97564
5800.0,46.01563
5900.0,46.05552
6000.0,46.0953
6100.0,46.13499
6200.0,46.17459
6300.0,46.2141
6400.0,46.25352
6500.0,46.29286
6600.0,46.33212
6700.0,46.37131
6800.0,46.41042
6900.0,46.44947
7000.0,46.48844
7100.0,46.52736
7200.0,46.56621
7300.0,46.605
7400.0,46.64373
7500.0,46.6824
7600.0,46.72103
7700.0,46.7596
7800.0,46.79812
7900.0,46.8366
8000.0,46.87503
8100.0,46.91341
8200.0,46.95175
8300.0,46.99005
8400.0,47.02832
8500.0,47.06654
8600.0,47.10473
8700.0,47.14288
8800.0,47.181
8900.0,47.21908
9000.0,47.25713
9100.0,47.29516
9200.0,47.33315
9300.0,47.37111
9400.0,47.40905
9500.0,47.44696
9600.0,47.48485
9700.0,47.52271
9800.0,47.56055
9900.0,47.59836
10000.0,47.63616
10100.0,47.67393
10200.0,47.71168
10300.0,47.74941
10400.0,47.78713
10500.0,47.82483
10600.0,47.86251
10700.0,47.90017
10800.0,47.93781
10900.0,47.97545
11000.0,48.01306
11100.0,48.05067
11200.0,48.08826
11300.0,48.12583
11400.0,48.16339
11500.0,48.20095
11600.0,48.23849
11700.0,48.27602
11800.0,48.31354
11900.0,48.35105
12000.0,48.38854
12100.0,48.42604
12200.0,48.46352
12300.0,48.50099
12400.0,48.53846
12500.0,48.57592
12600.0,48.61337
12700.0,48.65081
12800.0,48.68825
12900.0,48.72568
13000.0,48.76311
13100.0,48.80053
13200.0,48.83795
13300.0,48.87536
13400.0,48.91277
13500.0,48.95017
13600.0,48.98757
13700.0,49.02496
13800.0,49.06236
13900.0,49.09975
14000.0,49.13713
14100.0,49.17452
14200.0,49.2119
14300.0,49.24928
14400.0,49.28666
14500.0,49.32404
14600.0,49.36141
14700.0,49.39879
14800.0,49.43616
14900.0,49.47353
15000.0,49.51091
15100.0,49.54828
15200.0,49.58565
15300.0,49.62303
15400.0,49.6604
15500.0,49.69777
15600.0,49.73515
15700.0,49.77252
15800.0,49.8099
15900.0,49.84727
16000.0,49.88465
16100.0,49.92203
16200.0,49.95941
16300.0,49.9968
16400.0,50.03418
16500.0,50.07157
16600.0,50.10896
16700.0,50.14635
16800.0,50.18374
16900.0,50.22114
17000.0,50.25854
17100.0,50.29594
17200.0,50.33334
17300.0,50.37075
17400.0,50.40816
17500.0,50.44558
17600.0,50.48299
17700.0,50.52041
17800.0,50.55784
17900.0,50.59527
18000.0,50.6327
18100.0,50.67013
18200.0,50.70757
18300.0,50.74501
18400.0,50.78246
18500.0,50.81991
18600.0,50.85737
18700.0,50.89483
18800.0,50.93229
18900.0,50.96976
19000.0,51.00724
19100.0,51.04472
19200.0,51.0822
19300.0,51.11969
19400.0,51.15718
19500.0,51.19468
19600.0,51.23218
19700.0,51.26969
19800.0,51.3072
19900.0,51.34472
20000.0,51.38224
20100.0,51.41977
20200.0,51.4573
20300.0,51.49484
20400.0,51.53239
20500.0,51.56994
20600.0,51.6075
20700.0,51.64506
20800.0,51.68262
20900.0,51.7202
21000.0,51.75778
21100.0,51.79536
21200.0,51.83295
21300.0,51.87055
21400.0,51.90815
21500.0,51.94576
21600.0,51.98337
21700.0,52.02099
21800.0,52.05862
21900.0,52.09625
22000.0,52.13389
22100.0,52.17154
22200.0,52.20919
22300.0,52.24685
22400.0,52.28451
22500.0,52.32218
22600.0,52.35986
22700.0,52.39754
22800.0,52.43523
22900.0,52.47293
23000.0,52.51063
23100.0,52.54834
23200.0,52.58606
23300.0,52.62378
23400.0,52.66151
23500.0,52.69924
23600.0,52.73699
23700.0,52.77474
23800.0,52.81249
23900.0,52.85026
24000.0,52.88802
24100.0,52.9258
24200.0,52.96358
24300.0,53.00137
24400.0,53.03917
24500.0,53.07698
24600.0,53.11479
24700.0,53.1526
24800.0,53.19043
24900.0,53.22826
25000.0,53.2661
